"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"1033","2174","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","380138684"
"1033","1804","3","ITAL","  10A","BEGINNING ITALIAN","LEC","004575","380138684"
"1033","1267","2","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","380138684"
"1033","1263","1","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","380138684"
"1043","3977","1","PHYS","  10A","PHYSICS-LIFE SCIENCES I","LEC","006760","380138684"
"1043","3228","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","380138684"
"1051","2204","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","380138684"
"1051","2201","1","PHYS","  10B","PHYSICS-LIFE SCIENCES II","LEC","006762","380138684"
"1051","1525","1","FA","   3B","INTRO TO DRAWING II","STD","002812","380138684"
"1051","1267","2","CHEM","  18B","GENERAL CHEMISTRY LAB II","LAB","001099","380138684"
"1051","1264","1","CHEM","  11B","GENERAL CHEMISTRY","LEC","001068","380138684"
"1053","3109","2","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","380138684"
"1053","3107","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","380138684"
"1053","3046","3","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","380138684"
"1053","3042","3","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","380138684"
"1061","1737","1","PHYS","  10B","PHYSICS-LIFE SCIENCES II","LEC","006762","380138684"
"1061","1162","2","CHEM","  29B","ORGANIC CHEMISTRY LAB II","LAB","001133","380138684"
"1061","1160","1","CHEM","  25B","ORGANIC CHEMISTRY, LECS.","LEC","001128","380138684"
"1061","1076","1","BIOL","  22A","GENETICS & MOLECULAR BIO","LEC","000883","380138684"
"1063","6337","2","LAT","  30A","INTER.LATIN:LITERATURE","LEC","005004","380138684"
"1063","4898","1","NEJS"," 116A","ANC.N.EASTERN REL & MYTH","LEC","009661","380138684"
"1063","3541","1","NBIO"," 140B","PRINCIPLES: NEUROSCIENCE","LEC","005622","380138684"
"1063","3411","1","BIOL","  42A","HUMAN PHYSIOLOGY","LEC","000989","380138684"
"1073","3998","9","FA","  98A","IND. STUDY: STUDIO ART","IND","002909","380138684"
"1033","2605","1","1CAS","    OOOO","SPECIAL COURSE LOAD","NCA","009845","854113683"
"1031","2459","1","UWS","  11B","UNIVERSITY WRITING SEM.","SEM","009338","854113683"
"1031","1321","1","COSI","  33B","INTERNET AND SOCIETY","LEC","001757","854113683"
"1031","1316","1","COSI","  11A","PROGRAMMING:JAVA AND C","LEC","001651","854113683"
"1033","1610","2","GER","  10A","BEGINNING GERMAN","LEC","003078","854113683"
"1033","1067","1","AAAS"," 126B","POL. ECONOMY-THIRD WORLD","LEC","000021","854113683"
"1041","1921","1","LING"," 130A","SEMANTICS","LEC","005089","854113683"
"1041","1635","1","GER","  20B","CONTINUING GERMAN","LEC","003111","854113683"
"1041","1359","1","COSI","  22B","PROGRAMMING PARADIGMS","LAB","001731","854113683"
"1041","1358","1","COSI","  21B","COMP.PRGMS:STRUCT/INTERP","LEC","001725","854113683"
"1041","1109","1","ANTH"," 174B","VIRTUAL COMMUNITIES","LEC","000397","854113683"
"1042","2212","1","MATH","  15A","APPLIED LINEAR ALGEBRA","LEC","005212","854113683"
"1043","3959","1","PE","  42A","TAE KWON DO","NCA","006492","854113683"
"1043","3549","1","HIST","  52B","EUROPE: 1789 TO PRESENT","LEC","003685","854113683"
"1043","3515","1","GER","  30A","INTERMEDIATE GERMAN I","LEC","003113","854113683"
"1043","3309","1","COSI","  31A","COMPUTER STRUCTURES/ORG.","LEC","001751","854113683"
"1043","3308","1","COSI","  29A","DISCRETE STRUCTURES","LEC","001736","854113683"
"1051","2807","1","COSI"," 125A","HUMAN COMPUTER INTERACTN","LEC","001655","854113683"
"1051","2297","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","854113683"
"1051","1359","1","COSI","  30A","INTRO THEORY COMPUTATION","LEC","001743","854113683"
"1052","2035","1","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","854113683"
"1052","2033","1","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","854113683"
"1052","2007","1","CHEM","  18B","GENERAL CHEMISTRY LAB II","LAB","001099","854113683"
"1052","2006","1","CHEM","  11B","GENERAL CHEMISTRY","LEC","001068","854113683"
"1053","3479","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","854113683"
"1053","3152","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","854113683"
"1053","3111","4","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","854113683"
"1053","3107","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","854113683"
"1061","1535","1","MATH","   8A","INTRO PROBABILITY/STATS","LEC","005352","854113683"
"1023","3940","1","PE","  10A","BASKETBALL","NCA","006430","008469423"
"1023","3740","2","MATH","   5A","PRECALCULUS MATHEMATICS","LEC","005349","008469423"
"1023","3294","3","COMP","   1A","COMPOSITION","LEC","001608","008469423"
"1023","3220","1","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","008469423"
"1031","2432","+W","USEM","  22A","EUR.:RIGHT/LEFT 1900 ON","SEM","009127","008469423"
"1031","2021","1","PE","  10A","BASKETBALL","NCA","006430","008469423"
"1031","1860","1","MUS","   1A","INTRODUCTION TO MUSIC","LEC","005461","008469423"
"1031","1803","1","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","008469423"
"1031","1228","1","CHEM","  10B","BASIC CHEMISTRY","LEC","001063","008469423"
"1033","2243","1","POL"," 144A","LATIN AMERICAN POL. I","LEC","007028","008469423"
"1033","1270","5","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","008469423"
"1033","1178","2","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","008469423"
"1033","1061","1","AAAS","   5A","INTRO AFR./AFR0-AM STUDY","LEC","000070","008469423"
"1041","2503","1","SPAN"," 191A","HISPANIC TOPICS:TRANSLTN","SEM","008235","008469423"
"1041","2502","1","SPAN"," 164B","STUDIES: LATIN AMER. LIT","LEC","008217","008469423"
"1041","2294","1","POL"," 144B","LATIN AMERICAN POL. II","LEC","007030","008469423"
"1041","1269","4","CHEM","  18B","GENERAL CHEMISTRY LAB II","LAB","001099","008469423"
"1041","1168","3","BIOL","  22A","GENETICS & MOLECULAR BIO","LEC","000883","008469423"
"1043","5437","1","NBIO"," 150A","AUTISM DEVELOPMENTAL DISORDERS","LEC","009771","008469423"
"1043","5197","1","HIST","  71A","LAT AM HIST:PRECONQ-1870","LEC","003695","008469423"
"1043","3980","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","008469423"
"1043","3977","1","PHYS","  10A","PHYSICS-LIFE SCIENCES I","LEC","006760","008469423"
"1043","3067","1","AAAS"," 126B","POL. ECONOMY-THIRD WORLD","LEC","000021","008469423"
"1051","4759","1","1CAS","9000","SPECIAL COURSE LOAD","NCA","009845","008469423"
"1051","3334","1","AMST"," 163B","THE SIXTIES","LEC","000223","008469423"
"1051","2204","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","008469423"
"1051","2201","1","PHYS","  10B","PHYSICS-LIFE SCIENCES II","LEC","006762","008469423"
"1053","5952","1","AMST"," 183B","SPORTS AND AMERICAN CUL.","LEC","000237","008469423"
"1053","3572","1","SOC"," 191A","HEALTH, COMMUNITY & SOC.","LEC","007956","008469423"
"1053","3108","1","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","008469423"
"1053","3107","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","008469423"
"1053","3051","1","BIOL","  42A","HUMAN PHYSIOLOGY","LEC","000989","008469423"
"1053","3042","3","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","008469423"
"1061","1742","1","PHYS","  22A","SCIENCE IN SCIENCE TEACH","LEC","006835","008469423"
"1061","1535","1","MATH","   8A","INTRO PROBABILITY/STATS","LEC","005352","008469423"
"1073","6481","1","ANTH","  55A","ANTHROPOLOGY OF DEVELOPMENT","LEC","000574","008469423"
"1073","6106","1","LALS"," 108A","LATIN MUSIC IN THE U.S.","SEM","011795","008469423"
"1073","6105","1","HIST"," 171B","LATINO/A HISTORY","LEC","011820","008469423"
"1073","5274","1","SPAN"," 111B","INTRO TO LATIN AM. LIT","LEC","008177","008469423"
"1031","1873","1","MUS","  35B","MUSIC OF AFRICN DIASPORA","LEC","005552","208000938"
"1023","3741","3","MATH","   5A","PRECALCULUS MATHEMATICS","LEC","005349","208000938"
"1023","3334","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","208000938"
"1023","3298","7","COMP","   1A","COMPOSITION","LEC","001608","208000938"
"1031","1786","1","LGLS","  10A","INTRODUCTION TO LAW","LEC","005018","208000938"
"1031","1073","1","AAAS"," 167A","AFRICAN AND CARIBBEAN CO","LEC","000061","208000938"
"1033","2579","+W","USEM","  75A","UNITED STATES AND AFRICA","SEM","009595","208000938"
"1033","1841","1","LAT","  10A","BEGINNING LATIN","LEC","004974","208000938"
"1033","1719","1","HS"," 110A","WEALTH AND POVERTY","LEC","003745","208000938"
"1033","1061","1","AAAS","   5A","INTRO AFR./AFR0-AM STUDY","LEC","000070","208000938"
"1041","2166","1","PE","  11A","NAUTILUS/FREE WEIGHTS","NCA","006431","208000938"
"1041","1904","1","LAT","  20B","CONTINUING LATIN","LEC","005002","208000938"
"1041","1240","1","BUS","  10A","CAPITALIST ENTERPRISE","LEC","001911","208000938"
"1041","1055","1","AAAS","  85A","SURVEY-SO. AFRICAN HIST","LEC","000078","208000938"
"1043","3711","1","LAT","  30A","INTER.LATIN:LITERATURE","LEC","005004","208000938"
"1043","3212","2","BUS","   6A","FINANCIAL ACCOUNTING","LEC","001820","208000938"
"1051","3429","1","AAAS"," 125B","CARIBBEAN WOMAN/GLOBALIZATION","LEC","010852","208000938"
"1051","3345","1","THA"," 120A","DANCE IN TIME","SEM","010843","208000938"
"1051","3190","1","BUS"," 235F","REAL ESTATE","LEC","004454","208000938"
"1051","2855","1","HIST"," 115A","COMP. RACE/ETHNIC RELTNS","LEC","000009","208000938"
"1053","6482","1","AAAS","  82A","URBAN POLITICS","LEC","011019","208000938"
"1053","6125","1","FIN"," 212A","ACCTG./FINAN ANALYSIS","LEC","004390","208000938"
"1053","4240","1","AAAS"," 115A","INTRO TO AFRICAN HISTORY","LEC","000008","208000938"
"1053","3593","1","THA","  10B","STAGE COMBAT","STD","008290","208000938"
"1061","4349","1","THA"," 105B","ACTING FOR MUSICAL THEATER","LAB","011068","208000938"
"1061","4329","1","MATH","   3A","MATH FOR ELE&MID SCHL TEACHERS","LEC","011064","208000938"
"1061","4171","1","BUS","  30A","ENTREPRENEURSHIP& INNOVATION","LEC","004375","208000938"
"1061","3972","1","SOC"," 112B","SOCIAL CLASS/SOC.CHANGE","LEC","007815","208000938"
"1061","2297","1","PHIL","  22B","PHILOSOPHY OF LAW","LEC","006647","208000938"
"1023","3077","1","AMST"," 149A","ON THE EDGE OF HISTORY","LEC","000201","292295718"
"1023","4370","+W","USEM","  15A2","JOURNYS TO ENLIGHTENMENT","SEM","009107","292295718"
"1023","3383","1","ENG","  25A","ROMANTICISM I","LEC","002431","292295718"
"1023","3377","1","ENG","   6A","AMERICAN LIT: 1832-1900","LEC","002614","292295718"
"1031","2280","1","SOC"," 104A","SOCIOLOGY OF EDUCATION","LEC","007795","292295718"
"1031","1553","1","HIST","  80B","EAST ASIA: 19THC-PRESENT","LEC","003706","292295718"
"1031","1400","2","ENG","  11A","INTRO TO LITERARY METHOD","LEC","002143","292295718"
"1031","1397","1","ENG","   7A","AMERICAN LIT: 1900-2000","LEC","002623","292295718"
"1043","5190","1","HIST"," 157A","AMERICAN LABOR HISTORY","SEM","003420","292295718"
"1043","3566","1","HIST"," 103A","ROMAN HISTORY TO 455 CE","LEC","003259","292295718"
"1043","3418","1","ENG"," 109B","DIRECTED WRIT: SHORT FICT","SEM","002110","292295718"
"1051","3334","1","AMST"," 163B","THE SIXTIES","LEC","000223","292295718"
"1051","2821","1","ENG","  68A","THE POLITICAL NOVEL","LEC","009777","292295718"
"1051","1825","1","HUM","  10A","THE WESTERN CANON","LEC","004255","292295718"
"1051","1497","1","ENG"," 125B","ROMANTICISM II","LEC","002164","292295718"
"1053","6247","1","AMST"," 170A","IDEA OF CONSPIRACY-AMER.","LEC","000232","292295718"
"1053","5986","1","ENG","  67B","MODERN POETRY","LEC","002613","292295718"
"1053","5971","1","CLAS"," 170A","CLASSICAL MYTHOLOGY","LEC","001410","292295718"
"1053","5952","1","AMST"," 183B","SPORTS AND AMERICAN CUL.","LEC","000237","292295718"
"1053","3196","1","ENG"," 119A","DIRECTED WRITING: FICTION","SEM","002139","292295718"
"1061","4340","1","AMST"," 175A","VIOLENCE IN AMER. LIFE","LEC","000234","292295718"
"1061","4306","1","ENVS","  16B","GEOGRAPHY OF WORLD REGIONS","LEC","011049","292295718"
"1061","4092","1","NEJS"," 188B","DESTRUCTN:OTTOMAN EMPIRE","LEC","005834","292295718"
"1061","1005","1","AMST","  10A","FOUNDATIONS-AMERICAN CIV","LEC","000134","292295718"
"1063","6205","1","JOUR"," 112B","ART OF FEATURE WRITING","SEM","004769","292295718"
"1063","4545","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","292295718"
"1063","4182","3","FA","   4A","THREE-DIMENSIONAL DES. I","STD","002828","292295718"
"1063","4036","1","ENG"," 127B","MIGRATING BODIES/TEXTS","LEC","002172","292295718"
"1063","3882","1","ENG"," 109B","DIRECTED WRIT: SHORT FICT","SEM","002110","292295718"
"1023","3967","2","PE","  26A","BALLROOM DANCE","NCA","006459","963472274"
"1023","4380","1","UWS","   8A","UNIVERSITY WRITING SEM.","SEM","009408","963472274"
"1023","4089","2","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","963472274"
"1023","4071","1","POL"," 172B","INTRO-INT'L POL. ECONOMY","SEM","007093","963472274"
"1031","2440","1","USEM","  47B","GROWING UP & GROWING OLD","SEM","009188","963472274"
"1031","2147","1","POL"," 166B","SEM:ISSUES-INTL POL ECON","SEM","007081","963472274"
"1031","2062","1","PHIL","  22B","PHILOSOPHY OF LAW","LEC","006647","963472274"
"1031","1416","1","ENG"," 106B","AMERICAN UTOPIAS","LEC","002095","963472274"
"1031","1352","1","ECON","   8B","THE GLOBAL ECONOMY","LEC","001960","963472274"
"1033","2039","1","NEJS"," 153A","HASIDISM:REL& SOC.MOVMNT","LEC","005865","963472274"
"1033","1587","2","FREN","  10A","BEGINNING FRENCH","LEC","002946","963472274"
"1033","1099","1","ANTH","  55A","MODELS OF DEVELOPMENT","LEC","000574","963472274"
"1033","1098","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","963472274"
"1041","2291","1","POL"," 128A","VIOLENCE/POPULAR INSURG.","LEC","007001","963472274"
"1041","2082","1","NEJS"," 155B","JUDAISM:RELIGIOUS QUEST","LEC","005874","963472274"
"1041","1840","1","IGS","  10A","INTRO TO INT'L GLOBAL ST","LEC","009531","963472274"
"1041","1742","1","HS"," 104B","AMER. HEALTH CARE SYSTEM","LEC","003744","963472274"
"1041","1704","1","HIST"," 183B","SOC. THEORY HEGEL-FREUD","LEC","003487","963472274"
"1043","6918","1","OFFC"," 100","Off Campus Study","LEC","010796","963472274"
"1051","2918","1","PHIL"," 114B","TOPICS IN ETHICAL THEORY","LEC","006544","963472274"
"1051","2915","1","PHIL","  19A","HUMAN RIGHTS","LEC","006639","963472274"
"1051","1421","1","ECON"," 175A","INTRO: DEVELOP ECONOMICS","LEC","001864","963472274"
"1051","1092","1","ANTH","   5A","HUMAN ORIGINS","LEC","000575","963472274"
"1063","6315","1","1CAS","9000","SPECIAL COURSE LOAD","NCA","009845","963472274"
"1063","5977","1","ECON"," 134B","PUBLIC SECTOR ECONOMICS","LEC","001822","963472274"
"1063","5758","1","FREN","  20B","CONTINUING FRENCH","LEC","003023","963472274"
"1063","5542","1","POL"," 116B","CIVIL LIBERTIES-AMERICA","LEC","006976","963472274"
"1063","4181","2","FA","   4A","THREE-DIMENSIONAL DES. I","STD","002828","963472274"
"1063","3117","1","PHIL","   1A","INTRO TO PHILOSOPHY","LEC","006640","963472274"
"1023","3293","2","COMP","   1A","COMPOSITION","LEC","001608","955895877"
"1023","4064","1","POL"," 144A","LATIN AMERICAN POL. I","LEC","007028","955895877"
"1023","4000","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","955895877"
"1023","3947","1","PE","  13A","AEROBIC MEDLEY","NCA","006437","955895877"
"1023","3115","1","ARBC","  10A","INTRO: LITERARY ARABIC","LEC","000607","955895877"
"1031","2441","+W","USEM","  61B","STIGMATIZED IDENTITIES","SEM","009218","955895877"
"1031","2329","1","SPAN"," 111B","INTRO TO LATIN AM. LIT","LEC","008177","955895877"
"1031","2143","1","POL"," 144B","LATIN AMERICAN POL. II","LEC","007030","955895877"
"1031","1123","1","ARBC","  20B","CONTINUING LIT. ARABIC","LEC","000608","955895877"
"1033","2467","1","SPAN"," 168B","LAT. AMER. NARRATED BY WMN","LEC","008221","955895877"
"1033","2416","1","SOC"," 171A","WMN LEADERS:DEVLP.COUNTR","SEM","007915","955895877"
"1033","2247","1","POL"," 150A","POLITICS-SOUTHEAST ASIA","LEC","007042","955895877"
"1033","1719","1","HS"," 110A","WEALTH AND POVERTY","LEC","003745","955895877"
"1033","1138","1","ARBC","  30A","INTER. LITERARY ARABIC","LEC","000609","955895877"
"1041","2503","1","SPAN"," 191A","HISPANIC TOPICS:TRANSLTN","SEM","008235","955895877"
"1041","2295","1","POL"," 146B","SEM:REVOLUTIONS 3RD WRLD","SEM","007033","955895877"
"1041","2292","1","POL"," 131B","SOCIAL MOVMNTS:LAT.AMER.","LEC","007011","955895877"
"1041","2291","1","POL"," 128A","VIOLENCE/POPULAR INSURG.","LEC","007001","955895877"
"1043","6918","1","OFFC"," 100","Off Campus Study","LEC","010796","955895877"
"1051","4488","1","OFFC"," 100","Off Campus Study","LEC","010796","955895877"
"1053","6065","1","POL"," 187B","CONSERVATIVE POL.THOUGHT","SEM","007133","955895877"
"1053","4240","1","AAAS"," 115A","INTRO TO AFRICAN HISTORY","LEC","000008","955895877"
"1053","3006","1","AAAS"," 126B","POL. ECONOMY-THIRD WORLD","LEC","000021","955895877"
"1061","4279","1","HIST"," 115A","COMP. RACE/ETHNIC RELTNS","LEC","000009","955895877"
"1061","4105","1","SPAN"," 108A","SPAN. FOR BILINGUAL STUD.","SEM","008173","955895877"
"1061","4073","1","SOC"," 107A","APARTHEID/SOCIAL MOVEMNT","LEC","007799","955895877"
"1061","3860","1","FA"," 102A","AM. AVANT-GARDE:FILM/VID","LEC","002672","955895877"
"1061","3857","1","FA","  20B","INTRO TO VISUAL CULTURE","LEC","002801","955895877"
"1061","1727","1","PE","  42A","TAE KWON DO","NCA","006492","955895877"
"1023","4216","3","SPAN","  10A","BEGINNING SPANISH","LEC","008175","818572164"
"1023","4178","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","818572164"
"1023","3295","4","COMP","   1A","COMPOSITION","LEC","001608","818572164"
"1023","3226","5","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","818572164"
"1023","3219","1","CHEM","  10A","BASIC CHEMISTRY","LEC","001062","818572164"
"1031","2462","1","UWS","  14B","UNIVERSITY WRITING SEM.","SEM","009344","818572164"
"1031","2427","1","USEM","   4B","BECOMING EDUCATED PERSON","SEM","009193","818572164"
"1031","1801","1","MATH","   5A","PRECALCULUS MATHEMATICS","LEC","005349","818572164"
"1031","1228","1","CHEM","  10B","BASIC CHEMISTRY","LEC","001063","818572164"
"1033","2474","1","THA","   9A","MOVEMENT FOR THE STAGE I","STD","008691","818572164"
"1033","2441","2","SPAN","  20B","CONTINUING SPANISH","LEC","008245","818572164"
"1033","1846","1","LGLS"," 114A","AM.HEALTHCARE:LAW/POLICY","LEC","005020","818572164"
"1033","1279","4","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","818572164"
"1041","2483","1","SPAN","  31A","INTER.SPAN: COMP&GRAMMAR","LEC","008246","818572164"
"1041","2461","1","SOC"," 190B","CARING:HEALTH CARE SYSTM","LEC","007952","818572164"
"1041","1160","1","BIOL","  15B","BIO:ITS HUMAN IMPLICATNS","LEC","000834","818572164"
"1042","2015","1","CHEM","  29B","ORGANIC CHEMISTRY LAB II","LAB","001133","818572164"
"1042","2012","1","CHEM","  25B","ORGANIC CHEMISTRY, LECS.","LEC","001128","818572164"
"1042","2010","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","818572164"
"1043","5668","1","HSSP"," 102A","GLOBAL PERSPECTIVES ON HEALTH","LEC","009800","818572164"
"1043","3980","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","818572164"
"1043","3977","1","PHYS","  10A","PHYSICS-LIFE SCIENCES I","LEC","006760","818572164"
"1043","3148","2","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","818572164"
"1043","3146","4","BIOL","  18B","GENERAL BIOLOGY LAB","LAB","000853","818572164"
"1043","3088","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","818572164"
"1051","2484","1","THA","   9B","MOVEMENT FOR STAGE II","STD","008693","818572164"
"1051","2204","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","818572164"
"1053","5987","1","ENG"," 101A","STUDIES IN POPULAR CULT.","LEC","002088","818572164"
"1053","3572","1","SOC"," 191A","HEALTH, COMMUNITY & SOC.","LEC","007956","818572164"
"1053","3341","3","MATH","   5A","PRECALCULUS MATHEMATICS","LEC","005349","818572164"
"1061","4439","1","HSSP","  92A","INTERNSHIP & ANALYSIS","SEM","011087","818572164"
"1061","3808","1","AAAS"," 158A","DEVELOPMENT/UNDERDEVELOP","LEC","000054","818572164"
"1061","3804","1","AAAS","  60A","ECON OF 3RD WORLD HUNGER","LEC","000071","818572164"
"1061","2092","1","HSSP"," 110A","INTEGRAT. SEM. ON HEALTH","SEM","009567","818572164"
"1061","1907","1","THA","  41A","THEATER PRACTICUM","STD","008654","818572164"
"1071","3657","1","HSSP","  89A","INTERNSHIP & ANALYSIS","SEM","011087","818572164"
"1033","2170","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","336950129"
"1033","2143","2","PE","  38A","INDOOR SOCCER","NCA","006485","336950129"
"1033","1872","2","MATH","  10B","TECHNIQUES-CALCULUS (B)","LEC","005188","336950129"
"1033","1273","4","CHEM","  19A","HONORS GEN'L CHEM LAB I","LAB","001100","336950129"
"1033","1265","1","CHEM","  15A","HONORS GENERAL CHEMISTRY","LEC","001091","336950129"
"1041","2611","1W","USEM","  49A","TEXT AND SUBTEXT","SEM","009191","336950129"
"1041","2191","1","PE","  38A","INDOOR SOCCER","NCA","006485","336950129"
"1041","1532","3","FA","   3B","INTRO TO DRAWING II","STD","002812","336950129"
"1041","1398","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","336950129"
"1041","1357","1","COSI","  11A","PROGRAMMING:JAVA AND C","LEC","001651","336950129"
"1041","1272","2","CHEM","  19B","HONORS GEN'L CHEM LAB II","LAB","001102","336950129"
"1041","1265","1","CHEM","  15B","HONORS GENERAL CHEMISTRY","LEC","001095","336950129"
"1042","2015","1","CHEM","  29B","ORGANIC CHEMISTRY LAB II","LAB","001133","336950129"
"1042","2013","1","CHEM","  29A","ORGANIC CHEMISTRY LAB I","LAB","001132","336950129"
"1042","2012","1","CHEM","  25B","ORGANIC CHEMISTRY, LECS.","LEC","001128","336950129"
"1042","2010","1","CHEM","  25A","ORGANIC CHEMISTRY, LECS.","LEC","001127","336950129"
"1043","5177","1","FA"," 181B","THE ART OF JAPAN","LEC","002764","336950129"
"1043","3985","5","PHYS","  19A","PHYSICS LAB I","LAB","006801","336950129"
"1043","3978","1","PHYS","  11A","BASIC PHYSICS I","LEC","006769","336950129"
"1043","3739","1","MATH","  20A","CALC OF SEVERAL VARIABLE","LEC","005234","336950129"
"1043","3148","2","BIOL","  22B","CELL STRUCTURE/FUNCTION","LEC","000885","336950129"
