"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"1063","5480","1W","USEM","  30B","PLAY, ART, & CREATIVITY","SEM","009145","118341470"
"1063","4548","2","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","118341470"
"1063","4337","4","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","118341470"
"1063","3646","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","118341470"
"1071","4073","1","PHIL","  39B","PHILOSOPHY OF MIND","LEC","006671","118341470"
"1071","3980","1","ENG","  27B","CLASSIC HOLLYWOOD CINEMA","LEC","009789","118341470"
"1071","1479","1","IGS","  10A","INTRO TO INT'L GLOBAL ST","LEC","009531","118341470"
"1073","5330","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","118341470"
"1073","4876","1","PE","  31A","BALLET","NCA","006474","118341470"
"1073","4781","1","MUS"," 112A","PRIVATE INSTRUCTION:VOICE","STD","005393","118341470"
"1073","4421","1","NPSY","  22B","INTRO:COGNITIVE NEUROSCI","LEC","006414","118341470"
"1073","3896","1","HIST","  56B","WORLD HISTORY TO 1960","LEC","009568","118341470"
"1081","4627","1","HIST"," 177B","MOD.GER.:2ND EMPRE/REPUB","LEC","003470","118341470"
"1081","4296","1","HIST"," 183B","SOC. THEORY HEGEL-FREUD","LEC","003487","118341470"
"1081","4232","1","HUM"," 125A","TOPICS IN THE HUMANITIES","SEM","011797","118341470"
"1081","3071","1","HIST"," 132B","EUR THOUGHT SINCE DARWIN","LEC","003326","118341470"
"1081","1489","2XC","MUS"," 112B","PRIVATE INSTRUCTION: VOICE","STD","005395","118341470"
"1083","6077","1","HIST"," 153B","SLAVERY & AMER CIVIL WAR","LEC","003407","118341470"
"1083","6075","1","HIST"," 132A","EUROPEAN THOUGHT/CULTURE","LEC","003322","118341470"
"1083","4820","1","CHIN","  10A","BEGINNING CHINESE I","LEC","001219","118341470"
"1083","4607","1","PE","  31A","BALLET","NCA","006474","118341470"
"1103","5551","1","POL"," 125A","WOMEN IN AMER. POLITICS","SEM","006996","118341470"
"1103","5550","1","POL"," 103B","SEM.POLITICAL LEADERSHIP","SEM","006949","118341470"
"1103","5132","3","HBRW","  10A","BEGINNING HEBREW","LEC","003177","118341470"
"1103","4692","1","POL"," 167A","U.S. & CHINA:WORLD POL.","LEC","007082","118341470"
"1103","4681","1","POL","  15A","INTRO TO INT'L RELATIONS","LEC","007065","118341470"
"1113","10236","1","HIST"," 166B","WORLD WAR II","LEC","003449","118341470"
"1113","6100","1","POL"," 122B","SEM:POLICY ANAL/IMPLEMEN","SEM","006991","118341470"
"1113","5974","1","POL"," 174B","SEM:PROBLEMS-NAT'L SECUR","SEM","007097","118341470"
"1113","4794","1","HBRW","  20B","INTERMEDIATE HEBREW","LEC","003203","118341470"
"1131","4690","1","PHIL","  22B","PHILOSOPHY OF LAW","LEC","006647","118341470"
"1131","2776","1","1CAS","9000","SPECIAL COURSE LOAD","NCA","009845","118341470"
"1131","1952","1","HBRW","  34A","INTER HEBREW II:CULTURE","LEC","003212","118341470"
"1063","6266","1","AAAS","  75B","HIP HOP CULTURE","LEC","011376","516524185"
"1063","5965","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","516524185"
"1063","5479","1W","USEM","  18A","EVIL AND HUMAN DESTINY","SEM","009114","516524185"
"1063","4242","1","IGS","  10A","INTRO TO INT'L GLOBAL ST","LEC","009531","516524185"
"1071","4432","1","POL","  15A","INTRO TO INT'L RELATIONS","LEC","007065","516524185"
"1071","3161","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","516524185"
"1071","1014","1","UWS","  12B","UNIVERSITY WRITING SEM.","SEM","009340","516524185"
"1083","4830","2","GER","  10A","BEGINNING GERMAN","LEC","003078","516524185"
"1083","4826","1","JAPN","  10A","BEGINNING JAPANESE","LEC","004608","516524185"
"1083","4068","1","PSYC","  13B","PERCEPTION","LEC","007318","516524185"
"1093","15719","1","NPSY","  22B","INTRO:COGNITIVE NEUROSCI","LEC","006414","516524185"
"1093","7417","1","PSYC","  33A","DEVELOPMENTAL PSYCHOLOGY","LEC","007570","516524185"
"1093","6614","3","FA","   4A","THREE-DIMENSIONAL DES. I","STD","002828","516524185"
"1093","3003","2","MATH","   5A","PRECALCULUS MATHEMATICS","LEC","005349","516524185"
"1101","5631","5","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","516524185"
"1101","2471","1","PSYC","  51A","STATISTICS","LEC","007600","516524185"
"1101","2469","1","PSYC","  21A","LEARNING AND BEHAVIOR","LEC","007401","516524185"
"1101","2467","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","516524185"
"1103","6284","1","PSYC"," 124A","INTRO TO PSYCHOPHYSIOLOGY","SEM","012530","516524185"
"1103","5596","4","MATH","  10B","TECHNIQUES-CALCULUS (B)","LEC","005188","516524185"
"1103","5558","1","PSYC","  37A","ADULT DEVELOPMENT & AGING","LEC","007280","516524185"
"1103","4800","2","PE","   5A","FIRST AID AND CPR","NCA","006503","516524185"
"1103","4574","1","PSYC","  52A","RSRCH METHODS & LAB IN PSYCHLG","LEC","007602","516524185"
"1103","4098","1","PHIL","   6A","INTRO TO SYMBOLIC LOGIC","LEC","006701","516524185"
"1111","4416","1","MATH","   8A","INTRO PROBABILITY/STATS","LEC","005352","516524185"
"1111","4354","1","PSYC"," 130B","LIFESPAN DEV:EARLY/MIDDLE ADLT","LEC","007298","516524185"
"1111","2568","1","PSYC","  32A","ABNORMAL PSYCHOLOGY","LEC","007569","516524185"
"1111","1590","1","NPSY"," 199A","HUMAN NEUROPSYCHOLOGY","LEC","006411","516524185"
"1113","10201","1","FILM"," 100A","INTRO: THE MOVING IMAGE","LEC","002927","516524185"
"1113","6684","1","PE","  54A","SENIOR YEAR:FUTURE FORWARD","NCA","012434","516524185"
"1113","6494","1","PSYC"," 195A","HISTORY OF PSYCHOLOGY","LEC","007371","516524185"
"1113","6458","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","516524185"
"1113","5980","1","PSYC","  38A","HEALTH PSYCHOLOGY","SEM","007299","516524185"
"1063","4019","1","COMP","   1A","COMPOSITION","LEC","001608","432284973"
"1063","5964","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","432284973"
"1063","4333","3","MATH","   5A","PRECALCULUS MATHEMATICS","LEC","005349","432284973"
"1063","4040","1","HIST","  80A","INTRO TO EAST ASIAN CIV.","LEC","003704","432284973"
"1071","4496","1","UWS","  17B","UNIVERSITY WRITING SEM.","SEM","009349","432284973"
"1071","4138","3","SPAN","  10A","BEGINNING SPANISH","LEC","008175","432284973"
"1071","1047","1","USEM","  74A","THE RACE FOR THE POLES","SEM","009549","432284973"
"1073","6047","1","AMST"," 131B","NEWS ON SCREEN","LEC","000176","432284973"
"1073","4582","1","POL","  10A","INTRO: POLITICAL THEORY","LEC","006958","432284973"
"1073","3979","2","FA","   3A","INTRO TO DRAWING I","STD","002811","432284973"
"1073","3032","1","AMST"," 137B","JOURNALISM IN 20th C AMERICA","LEC","000189","432284973"
"1081","4635","1","AMST"," 183B","SPORTS AND AMERICAN CUL.","LEC","000237","432284973"
"1081","4018","1","AMST"," 175A","VIOLENCE IN AMER. LIFE","LEC","000234","432284973"
"1081","4013","1","AMST","  20A","ENVIRONMENTAL ISSUES","LEC","000256","432284973"
"1081","1034","1","AMST","  10A","FOUNDATIONS-AMERICAN CIV","LEC","000134","432284973"
"1083","6315","1","AMST"," 149A","ON THE EDGE OF HISTORY","LEC","000201","432284973"
"1083","6045","1","AMST"," 170A","IDEA OF CONSPIRACY-AMER.","LEC","000232","432284973"
"1083","4065","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","432284973"
"1091","4367","1","HIST"," 164A","RECENT AMERICAN HISTORY 1945+","LEC","010928","432284973"
"1091","4048","1","AMST"," 163B","THE SIXTIES","LEC","000223","432284973"
"1091","3486","1","AMST"," 100A","CLASS. TEXTS:AMERICAN CULT1900","LEC","000105","432284973"
"1101","5690","1","POL"," 111A","THE AMERICAN CONGRESS","LEC","006962","432284973"
"1101","5615","1","POL"," 120B","SEM:PUBLIC POLICY MAKING","SEM","006987","432284973"
"1101","5301","1","AMST"," 100A","CLASS. TEXTS:AMERICAN CULT1900","LEC","000105","432284973"
"1101","5207","1","POL"," 187B","CONSERVATIVE POL.THOUGHT","SEM","007133","432284973"
"1101","4570","3","HISP","  20B","CONTINUING SPANISH","LEC","008245","432284973"
"1103","6123","1","PHIL","  23B","BIOMEDICAL ETHICS","LEC","006649","432284973"
"1103","6085","1","ENG"," 177B","THE ROCK AND ROLL NOVEL","LEC","011314","432284973"
"1103","5574","2","CHEM","  11A","GENERAL CHEMISTRY I","LEC","001067","432284973"
"1103","4689","1","POL"," 115A","CONSTITUTIONAL LAW","LEC","006973","432284973"
"1111","1433","1","AMST"," 100B","20TH-C AMERICAN CULTURE","LEC","000108","432284973"
"1073","4416","1","LING"," 100A","INTRO TO LINGUISTICS","LEC","005078","907258503"
"1073","6091","1","ENG","  46B","AMERICAN GOTHIC ROMANTIC FICT","SEM","011840","907258503"
"1073","4886","1","PE","  44A","FIRST YEAR EXPERIENCE","NCA","011006","907258503"
"1073","4779","1","MUS"," 111A","PRIVATE INSTR:INSTRUMENT","STD","005387","907258503"
"1073","3073","1","JOUR"," 120A","THE CULTURE OF JOURNALSM","LEC","004770","907258503"
"1081","4270","1","USEM","  67B","PUBLIC INTELLECTUALS/AMER LIFE","SEM","011910","907258503"
"1081","4263","1","POL"," 116B","CIVIL LIBERTIES-AMERICA","LEC","006976","907258503"
"1081","4089","1","COML"," 123A","PERFECT LOVE?","SEM","011871","907258503"
"1081","1486","1","MUS"," 111B","PRIVATE INSTR:INSTRUMENT","STD","005390","907258503"
"1081","1011","1","UWS","  11B","UNIVERSITY WRITING SEM.","SEM","009338","907258503"
"1083","6315","1","AMST"," 149A","ON THE EDGE OF HISTORY","LEC","000201","907258503"
"1083","6259","1","ENG","  20A","BOLLYWOOD:POP FILM,GENRE,SOC","LEC","012114","907258503"
"1083","6046","1","AMST"," 185B","CULTURE OF THE COLD WAR","LEC","000238","907258503"
"1083","5597","1","JOUR"," 138B","CONTEMPORARY WORLD IN PRINT","LEC","000191","907258503"
"1091","4152","1","MUS","  31B","MUSIC AND GLOBALIZATION","LEC","010853","907258503"
"1091","4100","1","ENG","  48A","INTRODUCING NEW MEDIA","LEC","012129","907258503"
"1091","1021","1","AMST","  10A","FOUNDATIONS-AMERICAN CIV","LEC","000134","907258503"
"1103","6103","1","JOUR"," 109B","DIGITAL &MULTIMEDIA JOURNALISM","LEC","004766","907258503"
"1103","6076","1","ENG","  70A","MAGIC LANTERNS TO MOVIES","LEC","012405","907258503"
"1103","4055","1","AMST"," 100A","CLASS. TEXTS:AMERICAN CULT1900","LEC","000105","907258503"
"1111","4899","1","LGLS"," 140B","INVESTIGATING JUSTICE","SEM","011077","907258503"
"1111","2620","1","ENG","  33A","SHAKESPEARE","LEC","002457","907258503"
"1111","1433","1","AMST"," 100B","20TH-C AMERICAN CULTURE","LEC","000108","907258503"
"1113","10162","1","AMST"," 127B","WOMEN & AMER POPULAR CULTURE","LEC","000168","907258503"
"1113","5930","1","JOUR"," 110B","ETHICS IN JOURNALISM","SEM","004768","907258503"
"1113","5800","1","LING"," 160B","MATH METHODS IN LINGUISTICS","LEC","012166","907258503"
"1113","5348","1","JOUR","  89A","CNTMP MEDIA:INTNSHP/ANAL","SEM","004772","907258503"
"1121","8851","10","AMST","  99D","SENIOR RESEARCH","IND","000276","907258503"
"1121","8571","1","REL/SAS"," 152A","INTRODUCTION TO HINDUISM","LEC","012828","907258503"
"1121","8461","1","NPSY","  12A","PERCEPTION:HUMAN,ANIMAL&MACHIN","LEC","006398","907258503"
"1121","1802","1","AMST"," 100B","20TH-C AMERICAN CULTURE","LEC","000108","907258503"
"1121","1548","2","PE","   5A","FIRST AID AND CPR","NCA","006503","907258503"
"1123","10849","10","AMST","  99D","SENIOR RESEARCH","IND","000276","907258503"
"1123","5764","1","ENG","   1A","INTODUCTN. TO LITERARY STUDIES","LEC","012170","907258503"
"1073","6470","1","USEM","  56A","TRAVEL TEXTS:REAL AND IMAGINED","SEM","011917","112178496"
"1073","5088","1","HBRW","  19A","BEGINNING HEBREW: HONORS","SEM","009797","112178496"
"1073","4254","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","112178496"
"1073","3137","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","112178496"
"1081","4669","1","NEJS"," 137A","DESTRUCTION OF EUR JEWRY","LEC","005919","112178496"
"1081","1623","1","PSYC","  32A","ABNORMAL PSYCHOLOGY","LEC","007569","112178496"
"1081","1539","1","NPSY","  11B","INTRO:BEHAVIORAL NEUROSC","LEC","006392","112178496"
"1081","1336","1","HBRW","  29B","INTER. HEBREW I:HONORS","LEC","003205","112178496"
"1081","1005","1","UWS","   5B","UNIVERSITY WRITING SEM.","SEM","009386","112178496"
"1083","4774","2","HBRW","  34A","INTER HEBREW II:CULTURE","LEC","003212","112178496"
"1083","4069","1","PSYC","  33A","DEVELOPMENTAL PSYCHOLOGY","LEC","007570","112178496"
"1083","3188","1","ANTH"," 144A","ANTHROPOLOGY OF GENDER","LEC","000358","112178496"
"1091","4057","1","ANTH"," 153A","WRIT.SYS/SCRIBAL TRADTNS","LEC","000373","112178496"
"1091","4052","1","ANTH"," 126B","SYMBOL, MEANING, REALITY","LEC","000323","112178496"
"1091","2503","1","CLAS"," 134B","ART/ARCHAEOL: ANC. ROME","LEC","001394","112178496"
"1091","1032","1","ANTH","   5A","HUMAN ORIGINS","LEC","000575","112178496"
"1093","15865","1","ANTH"," 147B","RISE OF MESOAMERICAN CIV","LEC","000364","112178496"
"1093","15549","1","ANTH","  60B","INTRO TO ARCHAEOL.ANALYS","LEC","000577","112178496"
"1093","14136","1","YDSH","  10A","BEGINNING YIDDISH","LEC","009469","112178496"
"1093","4078","1","ANTH","  92A","INTERNSHIP & ANALYSIS","IND","000591","112178496"
"1101","5675","2","ANTH"," 116A","HUMAN OSTEOLOGY","LEC","000307","112178496"
"1101","5264","1","NEJS"," 148B","LESBIAN,GAY,BISEXUAL,TRANSGEND","LEC","005841","112178496"
"1101","5226","1","SOC"," 129A","SOCIOLOGY OF RELIGION","LEC","011377","112178496"
"1101","5182","1","YDSH","  20B","CONTINUING YIDDISH","LEC","009470","112178496"
"1101","1489","1","PE","  45A","STABILITY BALL CLASS","NCA","011048","112178496"
"1103","6144","1","NEJS"," 106B","ELEMENTARY UGARITIC","LEC","005660","112178496"
"1103","6036","1","ANTH"," 159A","MUSEUMS&PUBLIC MEMORY","SEM","010934","112178496"
"1103","5393","9","ANTH","  99A","SENIOR RESEARCH","IND","000595","112178496"
"1103","5310","4","PE","   5A","FIRST AID AND CPR","NCA","006503","112178496"
"1103","4820","1","WMGS","   5A","WOMEN/GENDER IN CULTURE & SOC","LEC","009460","112178496"
"1111","4362","1","SOC"," 115A","MASCULINITIES","SEM","011359","112178496"
"1111","4197","1","AMST"," 139B","RPG ON GENDER,RACE & CUL","LEC","000192","112178496"
"1111","2376","2","HISP","  34A","INTER. SPANISH: CULTURE","LEC","008250","112178496"
"1081","1015","1","UWS","  15B","UNIVERSITY WRITING SEM.","SEM","009346","898981556"
"1081","4390","1","USEM","  12A","WRITERS RESPOND TO TOTALITARIA","SEM","011920","898981556"
"1081","4296","1","HIST"," 183B","SOC. THEORY HEGEL-FREUD","LEC","003487","898981556"
"1081","4292","1","HIST"," 147B","20TH CENTURY RUSSIA","LEC","003381","898981556"
"1083","4925","2","ITAL","  10A","BEGINNING ITALIAN","LEC","004575","898981556"
"1083","4348","1","POL","  15A","INTRO TO INT'L RELATIONS","LEC","007065","898981556"
"1083","3867","1","IGS","  10A","INTRO TO INT'L GLOBAL ST","LEC","009531","898981556"
"1091","3706","1","POL"," 112B","DEMOCRACY IN AMERICA","LEC","012024","898981556"
"1091","3571","1","NEJS"," 193B","FUNDAMENTALISM/COMPARATIVE PER","LEC","011932","898981556"
"1091","1669","1","POL"," 174B","SEM:PROBLEMS-NAT'L SECUR","SEM","007097","898981556"
"1091","1274","2","GER","  20B","CONTINUING GERMAN","LEC","003111","898981556"
"1093","15711","1","POL","  11B","INTRO COMP.GOV'T: EUROPE","LEC","006983","898981556"
"1093","10087","2","GER","  30A","INTERMEDIATE GERMAN","LEC","003113","898981556"
"1113","10831","14","EL","  94A","EXPERIENTIAL LEARNING PRACTICM","LAB","012336","898981556"
"1113","10310","1","GER"," 109B","MEISTERWERKE DEUTSCHER KURZPRO","SEM","011798","898981556"
"1113","6084","1","CHSC","   3B","ENVRO CHALLEGNES: ROLE OF CHEM","LAB","011007","898981556"
"1113","5966","1","POL"," 100B","POLITICAL SCIENCE METHODS","SEM","011782","898981556"
"1113","4144","1","HS"," 104B","AMER. HEALTH CARE SYSTEM","LEC","003744","898981556"
"1121","8676","1","POL"," 124B","RACE,INEQUALITY&SOCIAL POLICY","LEC","012037","898981556"
"1121","8309","1","POL"," 195B","SHAKESPEARE/POL OF LEADRSHP","LEC","012443","898981556"
"1121","2896","1","POL"," 144B","LATIN AMERICAN POL. II","LEC","007030","898981556"
"1121","2012","1","GER"," 105A","LEARN. LANG-LIT/LIT-LANG","LEC","003117","898981556"
"1123","10681","1","SOC"," 182A","APPLIED RESEARCH METHODS","LEC","012218","898981556"
"1123","10656","1","POL"," 121B","POL PARTISANSHIP POLICY BUILD","LEC","012863","898981556"
"1123","10561","1","GER"," 104A","LET'S TALK: GER CONVERSATION","LEC","003073","898981556"
"1123","10545","1","FA","  62A","ART SINCE 1945","LEC","002751","898981556"
"1123","4060","1","LGLS"," 114A","AM.HEALTHCARE:LAW/POLICY","LEC","005020","898981556"
"1131","8954","1","POL"," 192B","SEM:TOPICS-LAW/POL THRY.","SEM","007141","898981556"
"1131","8902","2","PE","  17A","BEGINNER'S FENCING","NCA","006442","898981556"
"1131","8225","1","HS"," 532B","SOCIAL POLICY ANALYSIS","LEC","003937","898981556"
"1131","7865","1","POL"," 120B","THE POLITICS OF POLICYMAKING","SEM","006987","898981556"
"1131","4134","2","PE","  54A","SENIOR YEAR:FUTURE FORWARD","NCA","012434","898981556"
"1131","3670","1","SOC"," 155B","SOCIAL MOVEMENTS","LEC","007896","898981556"
"1073","6465","1","USEM","  14B","MIND CONTROL IN FICTION&REALIT","SEM","011907","474790075"
"1073","6362","1","UWS","  17A","UNIVERSITY WRITING SEM.","SEM","009348","474790075"
"1073","6147","1","PHIL","  20A","DEMOCRACY & DISOBEDIENCE","LEC","006643","474790075"
"1073","4104","1","MATH","  22A","LIN ALGEBRA/INTER CALC I","LEC","005252","474790075"
"1073","3698","1","COSI","  11A","PROGRAMMING:JAVA AND C","LEC","001651","474790075"
"1081","4029","1","ANTH"," 186B","LINGUISTIC ANTHROPOLOGY","LEC","000408","474790075"
"1081","1798","1","PHIL","  37A","PHILOSOPHY OF LANGUAGE","LEC","006668","474790075"
"1081","1619","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","474790075"
"1081","1560","1","PE","  40A","PERSNL SAFETY-SELF DEFEN","NCA","006490","474790075"
"1081","1442","1","MATH","  22B","LIN ALGEBRA/INTER CALCII","LEC","005253","474790075"
"1083","6148","1","NPSY","  11B","INTRO:BEHAVIORAL NEUROSC","LEC","006392","474790075"
"1083","4839","2","JAPN","  10A","BEGINNING JAPANESE","LEC","004608","474790075"
"1083","4206","1","LING"," 100A","INTRO TO LINGUISTICS","LEC","005078","474790075"
"1083","3591","1","COSI","  33B","INTERNET AND SOCIETY","LEC","001757","474790075"
"1083","3431","1","CHEM","  11A","GENERAL CHEMISTRY I","LEC","001067","474790075"
"1091","4549","1","LING"," 110A","PHONOLOGICAL THEORY","LEC","005079","474790075"
"1091","4212","1","NPSY","  22B","INTRO:COGNITIVE NEUROSCI","LEC","006414","474790075"
"1091","3010","1","LING"," 140A","DISCOURSE AND PRAGMATICS","LEC","011580","474790075"
"1091","2672","1","LING"," 197A","LANGUAGE ACQUIS/DEVELOP.","LEC","005102","474790075"
"1091","1349","1","JAPN","  20B","CONTINUING JAPANESE","LEC","004615","474790075"
"1113","10230","1","HIST"," 111B","THE IRANIAN REVOLUTION","LEC","012312","474790075"
"1113","6006","1","LING"," 120B","SYNTACTIC THEORY","LEC","005083","474790075"
"1113","4838","1","ARBC","  10A","INTRO: LITERARY ARABIC","LEC","000607","474790075"
"1113","4740","1","PE","  43A","DANCE DANCE REVOLUTION","NCA","009724","474790075"
"1113","4464","1","IMES"," 104A","ISLAM: CIV./INSTITUTIONS","LEC","004559","474790075"
"1121","8628","1","MUS","  27B","MUSIC AND ECSTASY","LEC","012843","474790075"
"1121","8329","1","SOC"," 157A","SOC-ISRAELI/PALEST CONF.","LEC","007898","474790075"
"1121","8295","1","NEJS"," 186A","INTRO TO THE QUR'AN","LEC","005677","474790075"
"1121","6254","1","NEJS"," 197B","POLITICAL CULTURES MIDDLE EAST","SEM","005986","474790075"
"1121","1808","1","ARBC","  20B","CONTINUING LIT. ARABIC","LEC","000608","474790075"
"1123","10836","1","ANTH"," 118B","PEOPLES&SOCIETY OF MIDDLE EAST","LEC","000312","474790075"
"1123","10834","1","NEJS"," 187B","SLAVERY IN ISLAMIC HISTORY","LEC","012969","474790075"
"1123","10514","1","HIST"," 111A","HISTORY OF MODERN MIDDLE EAST","LEC","012137","474790075"
"1123","4736","1","ARBC"," 103A","ADVANCED LITERARY ARABIC I","LEC","000605","474790075"
"1123","4424","1","POL"," 164A","CONFLICT&PEACE IN MIDDLE EAST","LEC","011020","474790075"
"1131","8919","1","POL"," 135B","POLITICS OF ISLAMIC RESURGENCE","LEC","013091","474790075"
"1131","7868","1","POL"," 160A","WAR ON GLOBAL TERRORISM","LEC","012748","474790075"
"1131","7841","1","NEJS"," 185A","TOPICS:ISRAELI SOC. & POL HIST","SEM","005960","474790075"
"1131","1738","1","ARBC"," 103B","ADVANCED LITERARY ARABIC II","LEC","000606","474790075"
"1083","3074","1","PHIL","   1A","INTRO TO PHILOSOPHY","LEC","006640","271870500"
"1083","6118","2","HBRW","  20B","INTERMEDIATE HEBREW","LEC","003203","271870500"
"1083","5601","1","UWS","  14A","UNIVERSITY WRITING SEM.","SEM","009343","271870500"
"1083","3431","1","CHEM","  11A","GENERAL CHEMISTRY I","LEC","001067","271870500"
"1091","4181","1","NEJS"," 186A","INTRO TO THE QUR'AN","LEC","005677","271870500"
"1091","1542","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","271870500"
"1091","1288","1","HBRW","  34A","INTER HEBREW II:CULTURE","LEC","003212","271870500"
"1091","1019","1","USEM","   5B","CONCEPTNS:THE GOOD LIFE","SEM","009215","271870500"
"1093","15769","1","HBRW","  41A","ADV. HEBREW: INTEN. CONVSTNL","LEC","003215","271870500"
"1093","15762","5","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","271870500"
"1093","15753","1","PHYS","  11A","INTRO PHYSICS I","LEC","006769","271870500"
"1093","15670","1","NEJS","  35A","HIST OF JEWS: 1492-PRES.","LEC","006327","271870500"
"1093","7145","5","PHYS","  19A","PHYSICS LAB I","LAB","006801","271870500"
"1101","1495","2","FA","   4B","THREE-DIMENSIONAL DES II","STD","002829","271870500"
"1101","1391","1","MATH","  15A","APPLIED LINEAR ALGEBRA","LEC","005212","271870500"
"1101","1175","1","PHYS","  11B","INTRO PHYSICS II","LEC","006771","271870500"
"1101","1066","1","PHYS","  19B","PHYSICS LAB II","LAB","006803","271870500"
"1103","6223","1","FA"," 153A","ISRAELI ART & VISUAL CULTURE","LEC","012117","271870500"
"1103","4529","1","PHYS","  29A","ELECTRONICS LAB I","LAB","006840","271870500"
"1103","4528","1","PHYS","  20A","MODERN PHYSICS I","LEC","006818","271870500"
"1103","3940","1","MATH","  20A","CALC OF SEVERAL VARIABLE","LEC","005234","271870500"
"1111","2383","1","HBRW"," 167B","BACK TO ROOTS:REVIVAL MOD.HBRW","LEC","003199","271870500"
"1111","1120","1","PHYS","  39A","ADVANCED PHYSICS LAB","LAB","006875","271870500"
"1111","1048","1","PHYS","  31A","QUANTUM THEORY I","LEC","006860","271870500"
"1111","1002","1","FA","   3B","INTRO TO DRAWING II","STD","002812","271870500"
