"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"1093","15810","1","UWS","  11A","UNIVERSITY WRITING SEM.","SEM","009337","313874699"
"1093","13652","1","HISP","  10A","BEGINNING SPANISH","LEC","008175","313874699"
"1093","10514","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","313874699"
"1101","5391","3","ECON","   8B","THE GLOBAL ECONOMY","LEC","001960","313874699"
"1101","5324","1","FILM"," 100A","INTRO: THE MOVING IMAGE","LEC","002927","313874699"
"1101","4570","3","HISP","  20B","CONTINUING SPANISH","LEC","008245","313874699"
"1101","4428","1","BISC","   3A","PARADIGMS:BIOL.INVESTGTN","LEC","001043","313874699"
"1103","6076","1","ENG","  70A","MAGIC LANTERNS TO MOVIES","LEC","012405","313874699"
"1103","5057","1","1CAS","9000","SPECIAL COURSE LOAD","NCA","009845","313874699"
"1103","5023","1","BUS","   6A","FINANCIAL ACCOUNTING","LEC","001820","313874699"
"1111","4966","3","BUS","  10A","CAPITALIST ENTERPRISE","LEC","001911","313874699"
"1111","4295","1","ENG"," 177A","HITCHCOCK'S MOVIES","LEC","002290","313874699"
"1111","2724","1","HIST","  51B","U.S. HISTORY: 1865-PRES.","LEC","003684","313874699"
"1111","2226","1","BUS","  71A","INTRODUCTION TO FINANCE","LEC","001939","313874699"
"1113","10332","2","BUS","  52A","MARKETING MANAGEMENT","LEC","011495","313874699"
"1113","10243","1","PHIL","  19A","HUMAN RIGHTS","LEC","006639","313874699"
"1113","10193","1","ENG","  27B","CLASSIC HOLLYWOOD CINEMA","LEC","009789","313874699"
"1113","10159","1","AMST"," 103B","ADVERTISING & THE MEDIA","SEM","004762","313874699"
"1121","8378","1","COSI","   2A","INTRO TO COMPUTERS","LEC","001737","313874699"
"1121","8240","1","ENG","  77A","SCREENING THE TROPICS","SEM","012047","313874699"
"1121","8231","1","COSI"," 133B","INTERNET AND SOCIETY","LEC","001757","313874699"
"1121","7184","1","BUS","   1B","QUANT METHODS BUSINESS","SEM","012648","313874699"
"1121","3006","1","BUS","  30A","ENTREPRENEURSHIP& INNOVATION","LEC","004375","313874699"
"1131","9004","3","BUS","  20A","ORGANIZATIONAL BEHAVIOR IN BUS","SEM","012504","313874699"
"1131","7683","1","ENG","  50B","AMERICAN INDEPENDENT FILM","LEC","012277","313874699"
"1131","4480","1","BUS","  14A","MANAGERIAL ACCOUNTING","LEC","012540","313874699"
"1131","3492","2","HISP","  32A","INTER.SPANISH:CONVERSTN","LEC","008248","313874699"
"1131","1914","1","FILM","  98B","INDEPENDENT STUDY","IND","002935","313874699"
"1133","10113","1","FILM"," 110A","FILM PRODUCTION I","LAB","012132","313874699"
"1133","6054","1","ENG","  79A","DIRECTED WRITE:BEG SCREENPLAY","SEM","011341","313874699"
"1133","5918","1","FILM","  99D","SENIOR THESIS","IND","012283","313874699"
"1133","5702","1","ENG","   1A","INTODUCTN. TO LITERARY STUDIES","LEC","012170","313874699"
"1133","4604","1","PE","  35A","POWER WALKING","NCA","006482","313874699"
"1141","3672","1","FILM","  99D","SENIOR THESIS","IND","012283","313874699"
"1063","6190","1","USEM","  24A","CLASSICAL MYTHS TOLD & RETOLD","SEM","009130","527189561"
"1063","4547","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","527189561"
"1063","3648","1","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","527189561"
"1063","3646","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","527189561"
"1071","3312","1","ENG","  48B","ANIME","LEC","011002","527189561"
"1071","3176","1","CLAS"," 134B","ART/ARCHAEOL: ANC. ROME","LEC","001394","527189561"
"1071","1688","1","PHIL","   1A","INTRO TO PHILOSOPHY","LEC","006640","527189561"
"1071","1008","1","UWS","   6B","UNIVERSITY WRITING SEM.","SEM","009393","527189561"
"1073","6133","1","NEJS"," 122A","MAGIC&WITCHCRAFT ANCIENT NE","LEC","005815","527189561"
"1073","5330","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","527189561"
"1073","5255","2","SPAN","  10A","BEGINNING SPANISH","LEC","008175","527189561"
"1073","3108","1","CLAS"," 115B","TOPICS:GREEK/ROMAN HIST.","LEC","001387","527189561"
"1081","4031","1","CLAS"," 170A","CLASSICAL MYTHOLOGY","LEC","001410","527189561"
"1081","3166","1","SPAN","  20B","CONTINUING SPANISH","LEC","008245","527189561"
"1081","1233","2","ECON","   8B","THE GLOBAL ECONOMY","LEC","001960","527189561"
"1081","1230","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","527189561"
"1083","6071","1","HIST"," 103A","ROMAN HISTORY TO 455 CE","LEC","003259","527189561"
"1083","6054","1","CLAS"," 133A","ART/ARCHAEOLOGY-ANC GRC.","LEC","001393","527189561"
"1091","4367","1","HIST"," 164A","RECENT AMERICAN HISTORY 1945+","LEC","010928","527189561"
"1091","4125","1","HIST"," 120A","BRITIAN: LATER MID. AGES","SEM","003274","527189561"
"1121","8261","1","HIST"," 123A","THE RENAISSANCE","LEC","003284","527189561"
"1121","8260","1","HIST"," 110A","CIV.-EARLY MIDDLE AGES","LEC","003265","527189561"
"1122","2086","1","ENG","  60B","FILMS OF DISNEY","LEC","012808","527189561"
"1123","10515","1","HIST"," 112B","CRUSADES/EXPANS.-MED EUR","LEC","003269","527189561"
"1123","10479","1","CLAS"," 140A","WMNS,GEND.&SEX/GRK ROM ART&TXT","LEC","012490","527189561"
"1131","8926","2","BUS"," 228F","MANAGEMENT COMMUNICATION","LEC","012248","527189561"
"1131","7728","1","HIST"," 110B","CIV-HIGH/LATE MIDDLE AGE","LEC","003267","527189561"
"1131","3708","1","HIST","  80B","EAST ASIA: 19THC-PRESENT","LEC","003706","527189561"
"1131","2776","1","1CAS","9000","SPECIAL COURSE LOAD","NCA","009845","527189561"
"1132","2092","1","PHIL","   6A","INTRO TO SYMBOLIC LOGIC","LEC","006701","527189561"
"1132","2087","1","FA","   3A","INTRO TO DRAWING I","STD","002811","527189561"
"1132","2060","1","FA","   3B","INTRO TO DRAWING II","STD","002812","527189561"
"1133","10181","1","HIST"," 151B","THE AMERICAN REVOLUTION","LEC","003396","527189561"
"1133","10176","1","HIST"," 113A","ENGLISH MEDIEVAL HISTORY","LEC","003270","527189561"
"1141","3382","3","HISP","  32A","INTER.SPANISH:CONVERSTN","LEC","008248","527189561"
"1063","5547","1","SOC","   3B","SOCIAL THEORY&CONTEMPORARY SOC","LEC","010831","815878126"
"1063","4547","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","815878126"
"1063","4026","8","COMP","   1A","COMPOSITION","LEC","001608","815878126"
"1071","4794","1","UWS","  18B","UNIVERSITY WRITING SEM.","SEM","009351","815878126"
"1071","4495","1","AAAS"," 133B","LITERATURE OF CARIBBEAN","LEC","000031","815878126"
"1073","6341","1","THA","   2A","INTRO THEATRE: PAGE TO STAGE","STD","008562","815878126"
"1073","6146","1","FILM"," 100A","INTRO: THE MOVING IMAGE","LEC","002927","815878126"
"1073","6023","1","SOC"," 146A","MASS COMMUNICATIONS THRY","LEC","007881","815878126"
"1073","4578","1","PSYC","  21A","LEARNING AND BEHAVIOR","LEC","007401","815878126"
"1081","4641","1","AAAS"," 135B","GLOBAL HIP HOP","LEC","012035","815878126"
"1081","4306","1","SOC"," 150B","CULTURE OF CONSUMPTION","LEC","007889","815878126"
"1081","4150","1","USEM","  62B","HOW SCI IS REALLY DONE","SEM","009222","815878126"
"1081","2845","1","SPAN"," 108A","SPAN. FOR BILINGUAL STUD.","SEM","008173","815878126"
"1081","1702","1","THA","  41A","THEATER PRACTICUM","STD","008654","815878126"
"1083","6223","1","HISP"," 104B","PEOPLE, IDEA,LANG HISPANIC WOR","LEC","010913","815878126"
"1083","6142","1","POL"," 105A","ELECTIONS IN AMERICA","LEC","006951","815878126"
"1083","6073","1","HIST"," 115A","COMP. RACE/ETHNIC RELTNS","LEC","000009","815878126"
"1091","4420","1","SOC"," 117A","SOCIOLOGY OF WORK","LEC","007827","815878126"
"1091","4348","1","AMST"," 130B","TELEVISION/AMER.CULTURE","LEC","000173","815878126"
"1091","4111","1","FA","  15B","ART OF THE MING DYNASTY","LEC","002742","815878126"
"1091","4042","1","AAAS"," 123A","THIRD WORLD IDEOLOGIES","LEC","000018","815878126"
"1091","2692","1","SOC"," 106A","ISSUES IN LAW & SOCIETY","LEC","007798","815878126"
"1093","9964","1","SOC"," 189A","SOC. OF BODY AND HEALTH","LEC","007949","815878126"
"1093","6610","2","FA","   4A","THREE-DIMENSIONAL DES. I","STD","002828","815878126"
"1093","3652","1","AAAS","   5A","INTRO AFR./AFR0-AM STUDY","LEC","000070","815878126"
"1093","3086","1","THA","  41A","THEATER PRACTICUM","STD","008654","815878126"
"1093","3083","1","THA","   4A","ACTING I :VOCAL/PHYS CNNCTN","STD","008657","815878126"
"1101","5639","1","PE","  54A","SENIOR YEAR:FUTURE FORWARD","NCA","012434","815878126"
"1101","5228","1","SOC"," 155B","SOCIAL MOVEMENTS","LEC","007896","815878126"
"1101","4428","1","BISC","   3A","PARADIGMS:BIOL.INVESTGTN","LEC","001043","815878126"
"1101","1018","1","FA"," 112B","INTERMEDIATE SCULPTURE II","STD","009770","815878126"
"1083","6554","1","COMP","   1A","COMPOSITION","LEC","001608","104593311"
"1083","6431","2","FA"," 107A","BEGINNING PAINTING","STD","002692","104593311"
"1083","5353","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","104593311"
"1083","4915","1","ITAL","  10A","BEGINNING ITALIAN","LEC","004575","104593311"
"1091","4558","1","PE","  50A","BEGINNER'S FITNESS","NCA","012246","104593311"
"1091","4167","1","USEM","  37B","ART AND MEMORY","SEM","009596","104593311"
"1091","2659","1","HIST","  71B","LAT AM HIST:1870-PRESENT","LEC","003699","104593311"
"1091","1002","1","UWS","   1B","UNIVERSITY WRITING SEM.","SEM","009353","104593311"
"1101","5185","1","PHIL","  19A","HUMAN RIGHTS","LEC","006639","104593311"
"1101","4541","1","POL"," 180B","SUSTAINING DEVELOPMENT","SEM","007114","104593311"
"1101","3946","1","AMST","  20A","ENVIRONMENTAL ISSUES","LEC","000256","104593311"
"1103","6315","1","AMST","  55A","RACE,ETHNICITY,IMMIG:AMER.CULT","LEC","000230","104593311"
"1103","5359","1","SOC"," 119A","WAR/POSSIBILITIES OF PEACE","LEC","007832","104593311"
"1103","5191","1","HS"," 110A","WEALTH AND POVERTY","LEC","003745","104593311"
"1103","4681","1","POL","  15A","INTRO TO INT'L RELATIONS","LEC","007065","104593311"
"1103","4038","1","AAAS"," 126B","POL. ECONOMY-THIRD WORLD","LEC","000021","104593311"
"1111","4938","1","HIST"," 112A","NATIONALISM IN MIDDLE EAST","SEM","012656","104593311"
"1111","4903","1","FA","  23B","ARCHITECTURAL DRAW&DESIGN","STD","012448","104593311"
"1111","1392","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","104593311"
"1113","4746","1","WMGS","   5A","WOMEN/GENDER IN CULTURE & SOC","LEC","009460","104593311"
"1113","4076","1","IGS","  10A","INTRO TO INT'L GLOBAL ST","LEC","009531","104593311"
"1113","3398","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","104593311"
"1121","8686","1","IGS"," 150A","RISE OF INDIA","LEC","012888","104593311"
"1121","8657","2","PE","  26A","BALLROOM DANCE","NCA","006459","104593311"
"1121","8231","1","COSI"," 133B","INTERNET AND SOCIETY","LEC","001757","104593311"
"1121","8194","1","ANTH","  80A","ANTHROPOLOGY OF RELIGION","LEC","000583","104593311"
"1121","6758","1","SOC"," 117A","SOCIOLOGY: WORK AND GENDER","LEC","007827","104593311"
"1132","2098","1","SOC"," 191A","HEALTH, COMMUNITY & SOC.","LEC","007956","104593311"
"1132","2097","1","SOC"," 152A","URBAN LIFE AND CULTURE","LEC","007891","104593311"
"1133","6442","1","AAAS"," 115A","INTRO TO AFRICAN HISTORY","LEC","000008","104593311"
"1133","4940","1","ECON","  28B","THE GLOBAL ECONOMY","LEC","001960","104593311"
"1083","6307","1","FILM"," 100A","INTRO: THE MOVING IMAGE","LEC","002927","526104005"
"1083","6189","1","USEM","  36B","DRAMA AND SOCIAL ISSUES","SEM","009160","526104005"
"1083","5353","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","526104005"
"1091","4042","1","AAAS"," 123A","THIRD WORLD IDEOLOGIES","LEC","000018","526104005"
"1091","3756","1","UWS","  26B","UNIVERSITY WRITING SEM.","SEM","009359","526104005"
"1091","3550","1","AAAS"," 114B","RACE,ETHNICITY& ELEC POL IN US","LEC","011021","526104005"
"1091","3441","1","SOC"," 150B","CULTURE OF CONSUMPTION","LEC","007889","526104005"
"1093","15946","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","526104005"
"1093","15687","1","SOC"," 176A","NATURE,NURTURE, PUB. POL","LEC","007928","526104005"
"1093","13198","1","CLAS"," 133A","ART/ARCHAEOLOGY-ANC GRC.","LEC","001393","526104005"
"1093","3655","1","AAAS"," 126B","POL. ECONOMY-THIRD WORLD","LEC","000021","526104005"
"1101","5525","1","SOC"," 117A","SOCIOLOGY OF WORK","LEC","007827","526104005"
"1101","4657","1","SOC"," 130A","FAMILIES, CAREGIVING & KINSHIP","LEC","007858","526104005"
"1101","4081","1","SOC"," 147A","ORGANIZATIONS/SOC.CHANGE","LEC","007882","526104005"
"1103","6504","1","COML"," 165A","TEACHING ACROSS CULTURES","SEM","001569","526104005"
"1103","6497","4","FA","   4A","THREE-DIMENSIONAL DES. I","STD","002828","526104005"
"1103","6025","1","AMST"," 163B","THE SIXTIES","LEC","000223","526104005"
"1103","6014","1","AAAS","  18B","AFRICA AND THE WEST","LEC","000067","526104005"
"1103","5519","1","SOC"," 111A","POLITICAL SOCIOLOGY","LEC","007812","526104005"
"1111","4480","1","AAAS"," 156A","CIVIL RIGHTS MOVEMENT","LEC","000050","526104005"
"1111","4447","1","COML"," 166B","LITERACY,LANGUAGE&CULTURE","SEM","012445","526104005"
"1111","4194","1","AAAS"," 117A","COMMUNICATIONS/SOC. CHNG","LEC","000011","526104005"
"1111","2357","1","HSSP"," 114B","INEQUALITIES HEALTH&HEALTHCARE","LEC","012121","526104005"
"1113","10480","1","AAAS"," 171A","REGGAE RACE AND NATION","SEM","012174","526104005"
"1113","10342","1","SOC"," 132B","SOC PERSPECTIVES PARENTING","SEM","007865","526104005"
"1113","10190","1","ENG","  16A","SLAVERY&SELF-MAKING:AFR.AM.LIT","LEC","002280","526104005"
"1113","6642","1","ENVS","   2A","FUNDAMENTALS ENVIRON. CHALLENG","LEC","012499","526104005"
"1121","8664","2","THA"," 130A","SUZUKI","STD","010944","526104005"
"1121","8628","1","MUS","  27B","MUSIC AND ECSTASY","LEC","012843","526104005"
"1121","8554","1","AAAS","   5A","INTRO AFR./AFR0-AM STUDY","LEC","000070","526104005"
"1083","3724","1","UWS","   5A","UNIVERSITY WRITING SEM.","SEM","009385","128583608"
"1083","6158","1","USEM","  55B","HOW TO TRAVEL","SEM","012111","128583608"
"1083","4775","1","HBRW","  35A","CONVERSATION/WRITING SK","LEC","003213","128583608"
"1083","3912","1","HS"," 104B","AMER. HEALTH CARE SYSTEM","LEC","003744","128583608"
"1091","4281","1","SOC"," 191A","HEALTH, COMMUNITY & SOC.","LEC","007956","128583608"
"1091","4256","1","THA","  52B","FUNDAMENTALS OF LIGHTING","STD","008660","128583608"
"1091","3196","1","AMST","  20A","ENVIRONMENTAL ISSUES","LEC","000256","128583608"
"1091","2515","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","128583608"
"1093","15836","1","HSSP"," 106A","MANAGING MEDICINE","LEC","011332","128583608"
