"Term","Class Nbr","Section","Subject","Catalog","Descr","Component","Course ID","Survey ID"
"1081","4040","1","BIOL"," 122A","MOLECULAR GENETICS","LEC","000800","677839697"
"1081","2768","1","1CAS","9000","SPECIAL COURSE LOAD","NCA","009845","677839697"
"1083","6538","1","ENVS","  19A","CLIMATE CHANGE & CONSERVATION","SEM","012204","677839697"
"1083","6047","1","AMST"," 191B","GREENING THE IVORY TOWER","SEM","000248","677839697"
"1083","3994","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","677839697"
"1083","3993","1","PHYS","  10A","INTRO PHYSICAL LAWS & PHENOM I","LEC","006760","677839697"
"1083","3016","1","ENVS","  89A","ENVIRONMENTAL INTERNSHIP","SEM","002663","677839697"
"1043","3305","1","COSI","   2A","INTRO TO COMPUTERS","LEC","001737","291049047"
"1043","4292","1W","USEM","   6A","ANATOMY AND GENDER","SEM","009246","291049047"
"1043","4057","2","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","291049047"
"1043","3683","1","JAPN","  10A","BEGINNING JAPANESE","LEC","004608","291049047"
"1051","2649","1","PSYC"," 173A","PSYCHOLINGUISTICS","LEC","005095","291049047"
"1051","2162","1","PE","  24A","BEGINNER'S KARATE","NCA","006457","291049047"
"1051","2130","1","NPSY","  11B","INTRO:BEHAVIORAL NEUROSC","LEC","006392","291049047"
"1051","1854","1","JAPN","  20B","CONTINUING JAPANESE","LEC","004615","291049047"
"1051","1827","1","IGS","  10A","INTRO TO INT'L GLOBAL ST","LEC","009531","291049047"
"1051","1526","2","FA","   3B","INTRO TO DRAWING II","STD","002812","291049047"
"1053","5973","1","COSI","  11A","PROGRAMMING:JAVA AND C","LEC","001651","291049047"
"1053","3662","1","WMGS","   5A","WOMEN/GENDER IN CULTURE & SOC","LEC","009460","291049047"
"1053","3151","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","291049047"
"1053","3102","5","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","291049047"
"1053","3097","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","291049047"
"1061","3841","1","COSI","  22A","FUNDAMENTALS:PROGRAMMING","LAB","001729","291049047"
"1061","3840","1","COSI","  21A","STRUCTURE/FUNDMT.COMPUT.","LEC","001722","291049047"
"1061","1815","1","PSYC","  51A","STATISTICS","LEC","007600","291049047"
"1061","1813","1","PSYC","  32A","ABNORMAL PSYCHOLOGY","LEC","007569","291049047"
"1063","4729","1","NPSY","  22B","INTRO:COGNITIVE NEUROSCI","LEC","006414","291049047"
"1063","4552","1","PSYC","  52A","RSRCH METHODS IN PSYCHLG","LEC","007602","291049047"
"1063","3844","1","COSI","  25A","HUMAN-COMPUTER INTERACTN","LEC","001655","291049047"
"1063","3833","1","COSI","  22B","PROGRAMMING PARADIGMS","LAB","001731","291049047"
"1063","3832","1","COSI","  21B","COMP.PRGMS:STRUCT/INTERP","LEC","001725","291049047"
"1063","3759","1","COSI","  29A","DISCRETE STRUCTURES","LEC","001736","291049047"
"1071","4725","1","COSI","  65A","INTRO 3D ANIMATION","LEC","011472","291049047"
"1071","4484","1","PE","  45A","STABILITY BALL CLASS","NCA","011048","291049047"
"1071","3974","1","COSI"," 127B","DATABASE MANAGEMENT SYST","LEC","001656","291049047"
"1071","1535","1","MATH","  15A","APPLIED LINEAR ALGEBRA","LEC","005212","291049047"
"1071","1247","1","COSI","  30A","INTRO THEORY COMPUTATION","LEC","001743","291049047"
"1073","4075","1","HSSP"," 192B","SOCIOLOGY OF DISABILITY","LEC","007958","291049047"
"1073","3708","1","COSI"," 101A","FUND. ARTIFICIAL INTELL.","LEC","001761","291049047"
"1081","4361","1","MUS","   3B","INTRO TO WORLD MUSIC","LEC","010978","291049047"
"1081","4038","1","COSI"," 190A","PROGRAMMING LANG.THEORY","LEC","001692","291049047"
"1081","3035","1","COSI","  31A","COMPUTER STRUCTURES/ORG.","LEC","001751","291049047"
"1081","1541","1","NPSY"," 199A","HUMAN NEUROPSYCHOLOGY","LEC","006411","291049047"
"1043","3678","3","ITAL","  10A","BEGINNING ITALIAN","LEC","004575","491638992"
"1043","4308","1","USEM","  53A","BETWEEN CONFLCT/COOPRATN","SEM","009547","491638992"
"1043","3735","4","MATH","  10B","TECHNIQUES-CALCULUS (B)","LEC","005188","491638992"
"1043","3719","1","LING"," 100A","INTRO TO LINGUISTICS","LEC","005078","491638992"
"1051","3333","1","UWS","  18B","UNIVERSITY WRITING SEM.","SEM","009351","491638992"
"1051","1904","1","LING"," 120B","SYNTACTIC THEORY","LEC","005083","491638992"
"1051","1843","1","ITAL","  20B","CONTINUING ITALIAN","LEC","004590","491638992"
"1051","1396","1","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","491638992"
"1053","6020","1","HS"," 110A","WEALTH AND POVERTY","LEC","003745","491638992"
"1053","4402","1","LING"," 130A","SEMANTICS","LEC","005089","491638992"
"1053","3308","1","ITAL","  30A","INTERMEDIATE ITALIAN","LEC","004591","491638992"
"1053","3154","2","ECON","   8B","THE GLOBAL ECONOMY","LEC","001960","491638992"
"1053","3089","1","BUS","  10A","CAPITALIST ENTERPRISE","LEC","001911","491638992"
"1061","4170","1","BUS","   6A","FINANCIAL ACCOUNTING","LEC","001820","491638992"
"1061","3951","1","LING"," 110A","PHONOLOGICAL THEORY","LEC","005079","491638992"
"1061","1496","1","ITAL"," 105A","ITALIAN CONVERSATN/COMP.","LEC","004573","491638992"
"1061","1254","1","ECON","  80A","MICROECONOMIC THEORY","LEC","001950","491638992"
"1071","3924","1","ANTH","  61B","LANGUAGE IN AMER. LIFE","LEC","000578","491638992"
"1071","3353","1","SOC"," 130A","FAMILIES","LEC","007858","491638992"
"1071","1285","1","ECON","  82B","MACROECONOMIC THEORY","LEC","001952","491638992"
"1073","6027","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","491638992"
"1073","5337","1","ECON","  83A","STATISTICS-ECON ANALYSIS","LEC","001953","491638992"
"1073","5102","1","SOC"," 189A","SOC. OF BODY AND HEALTH","LEC","007949","491638992"
"1073","5002","1","THA"," 130A","SUZUKI","STD","010944","491638992"
"1083","6477","1","SOC"," 113B","RACE/POWER-INTRGROUP REL","SEM","007819","491638992"
"1083","6405","1","SOC"," 138A","SOCIOLOGY OF GENDER & RACE","SEM","007873","491638992"
"1083","6379","1","ECON"," 177B","ECON. REGULATION/DEREG.","LEC","001869","491638992"
"1083","6317","1","SOC"," 120B","GLOBALIZATION & THE MEDIA","LEC","009778","491638992"
"1043","3228","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","311195416"
"1043","5141","1","USEM","  79A","ENVIRONMENT:MODERN MYTH","SEM","009267","311195416"
"1043","3725","2","MATH","  10A","TECHNIQUES-CALCULUS (A)","LEC","005186","311195416"
"1043","3233","4","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","311195416"
"1053","4462","1","HIST","  56B","WORLD HISTORY TO 1960","LEC","009568","311195416"
"1053","3562","1","SOC","   1A","ORDER AND CHANGE-SOCIETY","LEC","007970","311195416"
"1053","3506","1","POL","  10A","INTRO: POLITICAL THEORY","LEC","006958","311195416"
"1053","3152","2","ECON","   2A","INTRO TO ECONOMICS","LEC","001900","311195416"
"1061","4295","1","POL"," 190B","DEMOCRATIC THEORY","SEM","011044","311195416"
"1061","3973","1","SOC"," 114A","PSCHOANALYTICAL SOCIOLOG","SEM","007820","311195416"
"1061","3939","1","POL"," 116B","CIVIL LIBERTIES-AMERICA","LEC","006976","311195416"
"1061","3927","1","PHIL"," 116A","TOPICS IN POL PHILOSOPHY","SEM","006548","311195416"
"1061","1980","1","UWS","   8B","UNIVERSITY WRITING SEM.","SEM","009409","311195416"
"1063","6257","1","POL"," 216B","SEM:TOPICS IN POL.THEORY","SEM","007180","311195416"
"1063","5551","1","SOC"," 189A","SOC. OF BODY AND HEALTH","LEC","007949","311195416"
"1063","5508","2","HBRW","  20B","INTERMEDIATE HEBREW","LEC","003203","311195416"
"1063","3648","1","CHEM","  18A","GENERAL CHEMISTRY LAB I","LAB","001098","311195416"
"1063","3646","2","CHEM","  11A","GENERAL CHEMISTRY","LEC","001067","311195416"
"1071","1982","1","POL"," 174B","SEM:PROBLEMS-NAT'L SECUR","SEM","007097","311195416"
"1071","1849","4","SPAN","  20B","CONTINUING SPANISH","LEC","008245","311195416"
"1071","1394","1","HBRW","  34A","INTER HEBREW II:CULTURE","LEC","003212","311195416"
"1071","1188","1","CHEM","  18B","GENERAL CHEMISTRY LAB II","LAB","001099","311195416"
"1071","1186","1","CHEM","  11B","GENERAL CHEMISTRY","LEC","001068","311195416"
"1073","6435","1","HS"," 110A","WEALTH AND POVERTY","LEC","003745","311195416"
"1073","6022","1","SOC"," 111A","POLITICAL SOCIOLOGY","LEC","007812","311195416"
"1073","4173","1","PHYS","  18A","INTRODUCTORY LAB I","LAB","006797","311195416"
"1073","4172","1","PHYS","  10A","INTRO PHYSICAL LAWS & PHENOM I","LEC","006760","311195416"
"1073","4076","1","HS"," 104B","AMER. HEALTH CARE SYSTEM","LEC","003744","311195416"
"1081","4641","1","AAAS"," 135B","GLOBAL HIP HOP","LEC","012035","311195416"
"1081","4617","1","ENG","  40B","BIRTH OF THE SHORT STORY","LEC","012009","311195416"
"1081","4307","1","SOC"," 154A","COMM.STRUCT/YOUTH SUBCUL","LEC","007894","311195416"
"1081","3229","1","SOC","  89A","INTERNSHIP: SOCIAL CHANGE","SEM","008101","311195416"
"1081","1567","1","PHYS","  18B","INTRODUCTORY LAB II","LAB","006799","311195416"
"1081","1566","1","PHYS","  10B","INTRO PHYSICAL LAWS &PHENOM II","LEC","006762","311195416"
"1043","3978","1","PHYS","  11A","BASIC PHYSICS I","LEC","006769","132341017"
"1043","4295","1","USEM","  20A","FROM COLONIES/ IND. STATES","SEM","009599","132341017"
"1043","4057","2","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","132341017"
"1043","3984","4","PHYS","  19A","PHYSICS LAB I","LAB","006801","132341017"
"1043","3959","1","PE","  42A","TAE KWON DO","NCA","006492","132341017"
"1043","3943","1","PE","  21A","TENNIS","NCA","006452","132341017"
"1043","3733","2","MATH","  10B","TECHNIQUES-CALCULUS (B)","LEC","005188","132341017"
"1051","2923","3","PHYS","  19B","PHYSICS LAB II","LAB","006803","132341017"
"1051","2596","1","UWS","   2B","UNIVERSITY WRITING SEM.","SEM","009362","132341017"
"1051","2202","1","PHYS","  11B","BASIC PHYSICS II","LEC","006771","132341017"
"1051","2155","1","PE","  17A","BEGINNER'S FENCING","NCA","006442","132341017"
"1051","1920","1","MATH","  20A","CALC OF SEVERAL VARIABLE","LEC","005234","132341017"
"1051","1606","1","FREN","  20B","CONTINUING FRENCH","LEC","003023","132341017"
"1053","6501","4","FREN","  32A","INT.FRENCH:CONVERSATION","LEC","003025","132341017"
"1053","3487","1","PHYS","  29A","ELECTRONICS LAB I","LAB","006840","132341017"
"1053","3486","1","PHYS","  20A","MODERN PHYSICS I","LEC","006818","132341017"
"1053","3453","1","PE","  22A","SQUASH","NCA","006454","132341017"
"1053","3355","1","MATH","  15A","APPLIED LINEAR ALGEBRA","LEC","005212","132341017"
"1053","3208","2","FA","   4A","THREE-DIMENSIONAL DES. I","STD","002828","132341017"
"1061","4328","1","MATH","  23B","INTRODUCTION TO PROOFS","SEM","005254","132341017"
"1061","1743","1","PHYS","  29B","ELECTRONICS LAB II","LAB","006841","132341017"
"1061","1741","1","PHYS","  20B","MODERN PHYSICS II","LEC","006822","132341017"
"1061","1703","1","PE","  11A","NAUTILUS/FREE WEIGHTS","NCA","006431","132341017"
"1061","1328","4","FA","   3B","INTRO TO DRAWING II","STD","002812","132341017"
"1063","4551","1","PSYC","  51A","STATISTICS","LEC","007600","132341017"
"1063","4446","1","PHYS","  30A","ELECTROMAGNETISM","LEC","006857","132341017"
"1063","4354","1","MATH","  37A","DIFFERENTIAL EQUATIONS","LEC","005309","132341017"
"1063","4037","1","ENG"," 177B","AMER POP MUSIC&CONTEMP FICTION","LEC","011314","132341017"
"1063","3376","1","BIPH","  11A","SEM: BIOLOGICAL PHYSICS I","SEM","009479","132341017"
"1071","3989","1","PHYS","  25B","ASTROPHYSICS","LEC","006838","132341017"
"1071","3908","1","AAAS"," 123A","THIRD WORLD IDEOLOGIES","LEC","000018","132341017"
"1071","1704","1","PHYS","  30B","QUANTUM THEORY","LEC","006860","132341017"
"1071","1684","1","PE","  38A","INDOOR SOCCER","NCA","006485","132341017"
"1071","1181","1","BIPH","  11B","SEM: BIOLOGICAL PHYSICS II","SEM","009557","132341017"
"1073","6143","1","NPSY"," 137B","COGNITIVE MODELING","LEC","006400","132341017"
"1073","6034","1","ANTH","  61B","LANGUAGE IN AMER. LIFE","LEC","000578","132341017"
"1073","4184","1","PHYS","  40A","INTRO:THERMODYN/ST.MECH.","LEC","006890","132341017"
"1073","4106","1","MATH","  36A","PROBABILITY","LEC","005306","132341017"
"1081","4263","1","POL"," 116B","CIVIL LIBERTIES-AMERICA","LEC","006976","132341017"
"1081","4111","1","FA"," 121A","CONTEMP. ARCHITECTURE","LEC","002721","132341017"
"1081","4015","1","AMST"," 124B","AMERICAN LOVE & MARRIAGE","LEC","000162","132341017"
"1043","4057","2","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","665574804"
"1043","5171","1","ENG","  19A","INTRO. CREATIVE WRITING","LEC","002323","665574804"
"1043","5168","1","ENG","   8A","21-C AMERICAN LITERATURE","LEC","002628","665574804"
"1043","4195","3","SPAN","  20B","CONTINUING SPANISH","LEC","008245","665574804"
"1043","3958","1","PE","  41A","PILATES","NCA","006491","665574804"
"1051","3231","3","SPAN","  32A","INTER.SPANISH:CONVERSTN","LEC","008248","665574804"
"1051","2832","1","FA","  12A","HISTORY OF ASIAN ART","LEC","002729","665574804"
"1051","2774","1W","USEM","  84B","THE AMERICAN IMMIGRANT","SEM","009288","665574804"
"1051","2303","1","PSYC","  34B","SOCIAL PSYCHOLOGY","LEC","007571","665574804"
"1051","1496","1","ENG"," 119A","DIRECTED WRITING: FICTION","SEM","002139","665574804"
"1053","6068","1","PSYC","  36B","ADOLESCENCE/MATURITY","LEC","007572","665574804"
"1053","5986","1","ENG","  67B","MODERN POETRY","LEC","002613","665574804"
"1053","3185","2","ENG","  11A","INTRO TO LITERARY METHOD","LEC","002143","665574804"
"1053","3015","1","ANTH","   1A","INTRO-COMP ST. HUMAN SOC","LEC","000429","665574804"
"1061","4278","2","PE","  14A","YOGA","NCA","006439","665574804"
"1061","3977","1","SOC"," 154A","COMM.STRUCT/YOUTH SUBCUL","LEC","007894","665574804"
"1061","3876","1","HIST"," 152B","SALEM, 1692","SEM","003401","665574804"
"1061","3806","1","AAAS","  79B","20TH CENTURY AFRO-AM LIT","LEC","000075","665574804"
"1061","1742","1","PHYS","  22A","SCIENCE IN SCIENCE TEACH","LEC","006835","665574804"
"1061","1279","1","ED"," 100B","EXPLORING TEACHING-2NDRY","LEC","002045","665574804"
"1063","6237","1","COML"," 120B","WRITERS/DANGEROUS&IN DANGER","SEM","011340","665574804"
"1063","5775","1","COML"," 103B","MADNESS/FOLLY-RENAIS LIT","LEC","001527","665574804"
"1063","5574","1","ENG"," 135A","MAJOR BRITISH NOVELISTS","SEM","011326","665574804"
"1063","4036","1","ENG"," 127B","MIGRATING BODIES/TEXTS","LEC","002172","665574804"
"1063","3851","1","ED"," 102A","SEC.CURRIC,INSTR,ASSESMT","LEC","002050","665574804"
"1071","3985","1","ENG"," 157B","AMERICAN WOMEN POETS","LEC","002255","665574804"
"1071","3924","1","ANTH","  61B","LANGUAGE IN AMER. LIFE","LEC","000578","665574804"
"1071","3187","1","ENG","  33A","SHAKESPEARE","LEC","002457","665574804"
"1071","1987","1","ENG"," 119B","DIRECTED WRITING: POETRY","SEM","002142","665574804"
"1073","6084","1","HUM","  10A","THE WESTERN CANON","LEC","004255","665574804"
"1073","5102","1","SOC"," 189A","SOC. OF BODY AND HEALTH","LEC","007949","665574804"
"1073","3869","1","ENG"," 109A","DIRECTED WRITING: POETRY","SEM","002107","665574804"
"1073","3802","5","ENG","  99D","THE SENIOR HONORS THESIS","IND","002649","665574804"
"1081","4871","10","ENG","  98B","INDEPENDENT STUDY","IND","002642","665574804"
"1081","4232","1","HUM"," 125A","TOPICS IN THE HUMANITIES","SEM","011797","665574804"
"1081","2368","5","ENG","  99D","THE SENIOR HONORS THESIS","IND","002649","665574804"
"1081","1291","1","FA","   3B","INTRO TO DRAWING II","STD","002812","665574804"
"1083","3601","1","ED"," 110E","PRACTICE TEACH:SEC. SCHL","STD","002060","665574804"
"1083","3599","1","ED"," 104A","SEC.SCHL:THEORY IN PRACT","LEC","002056","665574804"
"1043","3710","1","LAT","  10A","BEGINNING LATIN","LEC","004974","173180750"
"1043","5645","1","USEM","   4A","LITERACY AND DEVELOPMENT","SEM","009758","173180750"
"1043","5168","1","ENG","   8A","21-C AMERICAN LITERATURE","LEC","002628","173180750"
"1043","4056","1","PSYC","   1A","INTRO TO PSYCHOLOGY","LEC","007378","173180750"
"1051","2681","1","AMST"," 180B","TOPICS-HIST OF AMER EDUC","LEC","000236","173180750"
"1051","1889","1","LAT","  20B","CONTINUING LATIN","LEC","005002","173180750"
"1051","1682","1","HIST"," 126A","EARLY MOD.EUR.1500-1700","LEC","003298","173180750"
"1051","1464","3","ENG","  11A","INTRO TO LITERARY METHOD","LEC","002143","173180750"
"1053","6223","1","COML"," 102A","LOVE IN THE MIDDLE AGES","LEC","001523","173180750"
"1053","5971","1","CLAS"," 170A","CLASSICAL MYTHOLOGY","LEC","001410","173180750"
"1053","4244","1","ENG","  77B","LIT. OF GLOBAL ENGLISH","LEC","002621","173180750"
"1061","4018","1","HIST"," 123A","THE RENAISSANCE","LEC","003284","173180750"
"1061","1279","1","ED"," 100B","EXPLORING TEACHING-2NDRY","LEC","002045","173180750"
"1073","6091","1","ENG","  46B","AMERICAN GOTHIC ROMANTIC FICT","SEM","011840","173180750"
"1073","5614","1","LING","   8B","STRUCTURE OF ENG. LANG.","LEC","005115","173180750"
"1073","4257","1","PSYC","  33A","DEVELOPMENTAL PSYCHOLOGY","LEC","007570","173180750"
"1073","3726","2","ED"," 102A","SEC.CURRIC,INSTR,ASSESMT","LEC","002050","173180750"
"1081","4456","1","ENG","  50A","LOVE POETRY:SAPPHO TO NERUDA","LEC","011853","173180750"
"1081","4353","1","MATH","   6A","MATH FOR THE VISUAL ARTS","LEC","011870","173180750"
"1081","4142","1","PSYC","  36B","ADOLESCENCE/MATURITY","LEC","007572","173180750"
"1081","4089","1","COML"," 123A","PERFECT LOVE?","SEM","011871","173180750"
"1081","1429","1","LING"," 120B","SYNTACTIC THEORY","LEC","005083","173180750"
"1083","3601","1","ED"," 110E","PRACTICE TEACH:SEC. SCHL","STD","002060","173180750"
"1083","3599","1","ED"," 104A","SEC.SCHL:THEORY IN PRACT","LEC","002056","173180750"
"1091","4545","1","ED"," 160B","NCLB&POLITICS OF ED REFORM","SEM","012239","173180750"
"1091","4301","1","HIST"," 109A","SCIENCE&SOCIETY IN MODERN AGE","SEM","012162","173180750"
"1091","4087","1","ENG","  64B","PLEASURE & THEATRE 1660-1800","LEC","002611","173180750"
"1091","3687","1","PE","  48A","CARDIO WORKOUT","NCA","011382","173180750"
"1091","2503","1","CLAS"," 134B","ART/ARCHAEOL: ANC. ROME","LEC","001394","173180750"
"1091","1950","4","CLAS","  98B","DIRECTED READING","IND","001424","173180750"
"1091","1478","1","PE","  14A","YOGA","NCA","006439","173180750"
"1051","2767","1","USEM","  20B","ART & THE ASIAN CITY","SEM","009123","369984053"
"1043","4329","1","UWS","  14A","UNIVERSITY WRITING SEM.","SEM","009343","369984053"
"1043","3525","4","HBRW","  10A","BEGINNING HEBREW","LEC","003177","369984053"
"1051","2836","1","FA","  76B","HISTORY OF PHOTOGRAPHY","LEC","002847","369984053"
"1051","2481","1","THA","   4A","ACTING:VOCAL/PHYS CNNCTN","STD","008657","369984053"
"1051","1975","1","MUS","  12B","UNIVERSITY CHORUS","STD","005413","369984053"
"1051","1537","1","FA","  22B","HIST-BOSTON ARCHITECTURE","LEC","002804","369984053"
"1053","6272","1","THA","   2A","INTRO THEATRE: STAGE TO PAGE","STD","008562","369984053"
"1053","4429","1","PHSC","   2B","INTRODUCTORY ASTRONOMY","LEC","006729","369984053"
"1053","3605","1","THA"," 100A","THEATER TEXTS & THEORY I","LEC","008270","369984053"
"1053","3376","1","MUS","  12A","UNIVERSITY CHORUS","STD","005412","369984053"
"1053","3248","1","HBRW","  10A","BEGINNING HEBREW","LEC","003177","369984053"
"1061","3830","1","BISC","   4A","HEREDITY","LEC","001047","369984053"
"1061","1924","1","THA"," 100B","THEATER LITERATURE&THEORY I","LEC","008271","369984053"
"1061","1592","1","MUS","  12B","UNIVERSITY CHORUS","STD","005413","369984053"
"1061","1380","2","HBRW","  20B","INTERMEDIATE HEBREW","LEC","003203","369984053"
"1063","5423","1","THA"," 130A","SUZUKI","STD","010944","369984053"
"1063","5408","1","THA","   4B","ACTNG II:LANGUAGE IN ACTION","STD","008658","369984053"
"1063","5279","1","THA","  41A","THEATER PRACTICUM","STD","008654","369984053"
"1063","5125","1","MUS","  12A","UNIVERSITY CHORUS","STD","005412","369984053"
"1063","3092","1","AMST"," 127B","WOMEN & AMER POPULAR CULTURE","LEC","000168","369984053"
"1071","4152","1","THA"," 155A","ICONS OF MASCULINITY","LEC","008318","369984053"
"1071","3980","1","ENG","  27B","CLASSIC HOLLYWOOD CINEMA","LEC","009789","369984053"
"1071","1681","1","PE","  31A","BALLET","NCA","006474","369984053"
"1071","1579","2XC","MUS","  12B","UNIVERSITY CHORUS","STD","005413","369984053"
"1073","6374","1","THA"," 195A","TOPICS IN THEATER/DRAMA","LEC","008341","369984053"
"1073","5255","2","SPAN","  10A","BEGINNING SPANISH","LEC","008175","369984053"
"1073","5002","1","THA"," 130A","SUZUKI","STD","010944","369984053"
"1073","4889","1","THA","  10B","STAGE COMBAT","STD","008290","369984053"
"1081","2829","11","THA","  99B","SENIOR THESIS","IND","008689","369984053"
